Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2012-05-17,2012,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Gefle IF,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-05-17,2012,Sweden,Allsvenskan,1,Domestic,GAIS,GIF Sundsvall,1,2,1-2,A,wikipedia,wikipedia,football-data
2012-05-17,2012,Sweden,Allsvenskan,1,Domestic,Malmö FF,IF Elfsborg,1,0,1-0,H,wikipedia,wikipedia,football-data
2012-05-17,2012,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,IFK Göteborg,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-05-20,2012,Sweden,Allsvenskan,1,Domestic,AIK,IFK Norrköping,5,2,5-2,H,wikipedia,wikipedia,football-data
2012-05-20,2012,Sweden,Allsvenskan,1,Domestic,BK Häcken,Djurgårdens IF,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-05-20,2012,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Gefle IF,0,0,0-0,D,wikipedia,wikipedia,football-data
2012-05-20,2012,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Kalmar FF,3,0,3-0,H,wikipedia,wikipedia,football-data
2012-05-20,2012,Sweden,Allsvenskan,1,Domestic,Örebro SK,Syrianska FC,0,1,0-1,A,wikipedia,wikipedia,football-data
2012-05-21,2012,Sweden,Allsvenskan,1,Domestic,GAIS,IFK Göteborg,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-05-21,2012,Sweden,Allsvenskan,1,Domestic,GIF Sundsvall,IF Elfsborg,0,3,0-3,A,wikipedia,wikipedia,football-data
2012-05-23,2012,Sweden,Allsvenskan,1,Domestic,Gefle IF,Örebro SK,2,1,2-1,H,wikipedia,wikipedia,football-data
2012-05-23,2012,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Djurgårdens IF,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-05-23,2012,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Åtvidabergs FF,2,2,2-2,D,wikipedia,wikipedia,football-data
2012-05-23,2012,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Mjällby AIF,2,1,2-1,H,wikipedia,wikipedia,football-data
2012-05-24,2012,Sweden,Allsvenskan,1,Domestic,AIK,GAIS,1,0,1-0,H,wikipedia,wikipedia,football-data
2012-05-24,2012,Sweden,Allsvenskan,1,Domestic,GIF Sundsvall,Malmö FF,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-05-24,2012,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,BK Häcken,2,0,2-0,H,wikipedia,wikipedia,football-data
2012-05-24,2012,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Kalmar FF,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-06-30,2012,Sweden,Allsvenskan,1,Domestic,BK Häcken,GIF Sundsvall,1,2,1-2,A,wikipedia,wikipedia,football-data
2012-06-30,2012,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Syrianska FC,3,0,3-0,H,wikipedia,wikipedia,football-data
2012-06-30,2012,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,IFK Norrköping,0,2,0-2,A,wikipedia,wikipedia,football-data
2012-06-30,2012,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,IF Elfsborg,5,1,5-1,H,wikipedia,wikipedia,football-data
2012-07-02,2012,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Gefle IF,4,1,4-1,H,wikipedia,wikipedia,football-data
2012-07-02,2012,Sweden,Allsvenskan,1,Domestic,Malmö FF,AIK,4,0,4-0,H,wikipedia,wikipedia,football-data
2012-07-03,2012,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,IFK Göteborg,3,2,3-2,H,wikipedia,wikipedia,football-data
2012-07-05,2012,Sweden,Allsvenskan,1,Domestic,GAIS,Örebro SK,0,1,0-1,A,wikipedia,wikipedia,football-data
2012-07-07,2012,Sweden,Allsvenskan,1,Domestic,GIF Sundsvall,Åtvidabergs FF,3,3,3-3,D,wikipedia,wikipedia,football-data
2012-07-07,2012,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Djurgårdens IF,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-07-08,2012,Sweden,Allsvenskan,1,Domestic,AIK,BK Häcken,3,1,3-1,H,wikipedia,wikipedia,football-data
2012-07-08,2012,Sweden,Allsvenskan,1,Domestic,Gefle IF,GAIS,0,0,0-0,D,wikipedia,wikipedia,football-data
2012-07-08,2012,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Mjällby AIF,0,0,0-0,D,wikipedia,wikipedia,football-data
2012-07-08,2012,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Kalmar FF,2,1,2-1,H,wikipedia,wikipedia,football-data
2012-07-09,2012,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Helsingborgs IF,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-07-09,2012,Sweden,Allsvenskan,1,Domestic,Örebro SK,Malmö FF,2,1,2-1,H,wikipedia,wikipedia,football-data
2012-07-14,2012,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Syrianska FC,1,0,1-0,H,wikipedia,wikipedia,football-data
2012-07-14,2012,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Gefle IF,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-07-14,2012,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,GIF Sundsvall,1,0,1-0,H,wikipedia,wikipedia,football-data
2012-07-14,2012,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,AIK,2,0,2-0,H,wikipedia,wikipedia,football-data
2012-07-15,2012,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IF Elfsborg,2,1,2-1,H,wikipedia,wikipedia,football-data
2012-07-15,2012,Sweden,Allsvenskan,1,Domestic,Örebro SK,BK Häcken,1,2,1-2,A,wikipedia,wikipedia,football-data
2012-07-16,2012,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,IFK Norrköping,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-07-16,2012,Sweden,Allsvenskan,1,Domestic,Malmö FF,GAIS,2,0,2-0,H,wikipedia,wikipedia,football-data
2012-07-19,2012,Sweden,Allsvenskan,1,Domestic,BK Häcken,Örebro SK,2,1,2-1,H,wikipedia,wikipedia,football-data
2012-07-21,2012,Sweden,Allsvenskan,1,Domestic,GIF Sundsvall,Mjällby AIF,3,1,3-1,H,wikipedia,wikipedia,football-data
2012-07-21,2012,Sweden,Allsvenskan,1,Domestic,Gefle IF,IFK Göteborg,5,0,5-0,H,wikipedia,wikipedia,football-data
2012-07-21,2012,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Helsingborgs IF,1,3,1-3,A,wikipedia,wikipedia,football-data
2012-07-22,2012,Sweden,Allsvenskan,1,Domestic,AIK,Åtvidabergs FF,1,0,1-0,H,wikipedia,wikipedia,football-data
2012-07-22,2012,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Kalmar FF,3,0,3-0,H,wikipedia,wikipedia,football-data
2012-07-23,2012,Sweden,Allsvenskan,1,Domestic,GAIS,Malmö FF,2,3,2-3,A,wikipedia,wikipedia,football-data
2012-07-23,2012,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Djurgårdens IF,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-07-27,2012,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Örebro SK,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-07-28,2012,Sweden,Allsvenskan,1,Domestic,Gefle IF,Malmö FF,0,2,0-2,A,wikipedia,wikipedia,football-data
2012-07-28,2012,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,IFK Norrköping,1,2,1-2,A,wikipedia,wikipedia,football-data
2012-07-29,2012,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,IF Elfsborg,0,0,0-0,D,wikipedia,wikipedia,football-data
2012-07-29,2012,Sweden,Allsvenskan,1,Domestic,Kalmar FF,GIF Sundsvall,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-07-29,2012,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,AIK,0,1,0-1,A,wikipedia,wikipedia,football-data
2012-07-30,2012,Sweden,Allsvenskan,1,Domestic,BK Häcken,GAIS,3,1,3-1,H,wikipedia,wikipedia,football-data
2012-07-31,2012,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Syrianska FC,1,0,1-0,H,wikipedia,wikipedia,football-data
2012-08-04,2012,Sweden,Allsvenskan,1,Domestic,GAIS,Åtvidabergs FF,2,2,2-2,D,wikipedia,wikipedia,football-data
2012-08-04,2012,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Gefle IF,1,0,1-0,H,wikipedia,wikipedia,football-data
2012-08-05,2012,Sweden,Allsvenskan,1,Domestic,AIK,Kalmar FF,1,2,1-2,A,wikipedia,wikipedia,football-data
2012-08-05,2012,Sweden,Allsvenskan,1,Domestic,Malmö FF,BK Häcken,0,0,0-0,D,wikipedia,wikipedia,football-data
2012-08-06,2012,Sweden,Allsvenskan,1,Domestic,GIF Sundsvall,Djurgårdens IF,0,1,0-1,A,wikipedia,wikipedia,football-data
2012-08-06,2012,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,IFK Göteborg,0,0,0-0,D,wikipedia,wikipedia,football-data
2012-08-06,2012,Sweden,Allsvenskan,1,Domestic,Örebro SK,Mjällby AIF,0,1,0-1,A,wikipedia,wikipedia,football-data
2012-08-10,2012,Sweden,Allsvenskan,1,Domestic,Gefle IF,Djurgårdens IF,0,1,0-1,A,wikipedia,wikipedia,football-data
2012-08-11,2012,Sweden,Allsvenskan,1,Domestic,GIF Sundsvall,GAIS,2,0,2-0,H,wikipedia,wikipedia,football-data
2012-08-11,2012,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Åtvidabergs FF,2,2,2-2,D,wikipedia,wikipedia,football-data
2012-08-12,2012,Sweden,Allsvenskan,1,Domestic,AIK,Örebro SK,3,0,3-0,H,wikipedia,wikipedia,football-data
2012-08-12,2012,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Kalmar FF,7,2,7-2,H,wikipedia,wikipedia,football-data
2012-08-12,2012,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Malmö FF,4,1,4-1,H,wikipedia,wikipedia,football-data
2012-08-12,2012,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Mjällby AIF,4,2,4-2,H,wikipedia,wikipedia,football-data
2012-08-12,2012,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,BK Häcken,1,2,1-2,A,wikipedia,wikipedia,football-data
2012-08-18,2012,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Helsingborgs IF,2,1,2-1,H,wikipedia,wikipedia,football-data
2012-08-24,2012,Sweden,Allsvenskan,1,Domestic,Örebro SK,Gefle IF,1,2,1-2,A,wikipedia,wikipedia,football-data
2012-08-25,2012,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Helsingborgs IF,3,1,3-1,H,wikipedia,wikipedia,football-data
2012-08-26,2012,Sweden,Allsvenskan,1,Domestic,BK Häcken,IF Elfsborg,4,2,4-2,H,wikipedia,wikipedia,football-data
2012-08-26,2012,Sweden,Allsvenskan,1,Domestic,GAIS,AIK,0,1,0-1,A,wikipedia,wikipedia,football-data
2012-08-26,2012,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IFK Göteborg,3,0,3-0,H,wikipedia,wikipedia,football-data
2012-08-27,2012,Sweden,Allsvenskan,1,Domestic,Malmö FF,GIF Sundsvall,2,0,2-0,H,wikipedia,wikipedia,football-data
2012-08-27,2012,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Syrianska FC,0,2,0-2,A,wikipedia,wikipedia,football-data
2012-08-27,2012,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,IFK Norrköping,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-08-31,2012,Sweden,Allsvenskan,1,Domestic,BK Häcken,Åtvidabergs FF,5,2,5-2,H,wikipedia,wikipedia,football-data
2012-08-31,2012,Sweden,Allsvenskan,1,Domestic,Örebro SK,Djurgårdens IF,2,3,2-3,A,wikipedia,wikipedia,football-data
2012-09-01,2012,Sweden,Allsvenskan,1,Domestic,Malmö FF,Mjällby AIF,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-09-02,2012,Sweden,Allsvenskan,1,Domestic,AIK,Helsingborgs IF,2,1,2-1,H,wikipedia,wikipedia,football-data
2012-09-02,2012,Sweden,Allsvenskan,1,Domestic,GAIS,Kalmar FF,1,2,1-2,A,wikipedia,wikipedia,football-data
2012-09-02,2012,Sweden,Allsvenskan,1,Domestic,GIF Sundsvall,IFK Göteborg,3,3,3-3,D,wikipedia,wikipedia,football-data
2012-09-02,2012,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Syrianska FC,1,0,1-0,H,wikipedia,wikipedia,football-data
2012-09-02,2012,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Gefle IF,0,1,0-1,A,wikipedia,wikipedia,football-data
2012-09-14,2012,Sweden,Allsvenskan,1,Domestic,Syrianska FC,IFK Norrköping,1,2,1-2,A,wikipedia,wikipedia,football-data
2012-09-15,2012,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,GIF Sundsvall,4,0,4-0,H,wikipedia,wikipedia,football-data
2012-09-15,2012,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,GAIS,4,0,4-0,H,wikipedia,wikipedia,football-data
2012-09-16,2012,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,AIK,0,3,0-3,A,wikipedia,wikipedia,football-data
2012-09-16,2012,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,IF Elfsborg,2,1,2-1,H,wikipedia,wikipedia,football-data
2012-09-17,2012,Sweden,Allsvenskan,1,Domestic,Gefle IF,BK Häcken,0,2,0-2,A,wikipedia,wikipedia,football-data
2012-09-17,2012,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Örebro SK,1,2,1-2,A,wikipedia,wikipedia,football-data
2012-09-17,2012,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Malmö FF,0,1,0-1,A,wikipedia,wikipedia,football-data
2012-09-21,2012,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,BK Häcken,0,3,0-3,A,wikipedia,wikipedia,football-data
2012-09-22,2012,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Örebro SK,2,2,2-2,D,wikipedia,wikipedia,football-data
2012-09-23,2012,Sweden,Allsvenskan,1,Domestic,Gefle IF,Mjällby AIF,1,0,1-0,H,wikipedia,wikipedia,football-data
2012-09-23,2012,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,GIF Sundsvall,0,0,0-0,D,wikipedia,wikipedia,football-data
2012-09-23,2012,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,AIK,2,2,2-2,D,wikipedia,wikipedia,football-data
2012-09-23,2012,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Åtvidabergs FF,2,0,2-0,H,wikipedia,wikipedia,football-data
2012-09-24,2012,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Malmö FF,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-09-24,2012,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,GAIS,0,0,0-0,D,wikipedia,wikipedia,football-data
2012-09-26,2012,Sweden,Allsvenskan,1,Domestic,AIK,IF Elfsborg,1,1,1-1,D,wikipedia,wikipedia,football-data
2012-09-26,2012,Sweden,Allsvenskan,1,Domestic,GIF Sundsvall,Gefle IF,0,1,0-1,A,wikipedia,wikipedia,football-data
2012-09-26,2012,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Kalmar FF,1,0,1-0,H,wikipedia,wikipedia,football-data
2012-09-26,2012,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Djurgårdens IF,2,1,2-1,H,wikipedia,wikipedia,football-data
2012-09-26,2012,Sweden,Allsvenskan,1,Domestic,Örebro SK,IFK Norrköping,0,1,0-1,A,wikipedia,wikipedia,football-data
2012-09-27,2012,Sweden,Allsvenskan,1,Domestic,BK Häcken,Helsingborgs IF,2,2,2-2,D,wikipedia,wikipedia,football-data
2012-09-27,2012,Sweden,Allsvenskan,1,Domestic,Malmö FF,IFK Göteborg,1,2,1-2,A,wikipedia,wikipedia,football-data
2012-09-28,2012,Sweden,Allsvenskan,1,Domestic,GAIS,Syrianska FC,1,4,1-4,A,wikipedia,wikipedia,football-data
